,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,preprocessed_text,predict_directed,predict_emotion,positive,negative,predict_positive,predict_negative
7866,Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Google,Negative emotion,"['googl', 'incap', 'disrupt', 'innov', 'acquir', 'startup', 'last', 'year', 'mention', 'leanstartup', 'sxsw']",Google,No emotion,0,1,0,0
7867,Android vs IPhone at  #SXSW which side are you on?,,No emotion toward brand or product,"['android', 'iphon', 'sxsw', 'side']",Iphone,No emotion,0,0,0,0
7868,My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,iPhone,Negative emotion,"['friend', 'iphon', 'chang', 'back', 'hour', 'instead', 'forward', 'amp', 'hint', 'fix', 'sxsw', 'iphon', 'help']",Iphone,No emotion,0,1,0,0
7869,iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link},iPhone,Negative emotion,"['iphon', 'gp', 'mess', 'think', 'yonker', 'almost', 'good', 'sxsw', 'link']",Iphone,Positive emotion,0,1,1,0
7870,"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",Android App,Positive emotion,"['okay', 'realli', 'yay', 'new', 'mention', 'android', 'app', 'kthxbai', 'sxsw']",Android App,No emotion,1,0,0,0
7871,"&quot;This is the first of 11 shows this week,&quot; says Elliott Frazier of Ringo Deathstarr at Red 7 just now.  Location: {link}  #sxsw",,No emotion toward brand or product,"['quot', 'first', 'show', 'week', 'quot', 'say', 'elliott', 'frazier', 'ringo', 'deathstarr', 'red', 'locat', 'link', 'sxsw']",,No emotion,0,0,0,0
7872,Mayer says it makes sense to condense Google's location products &amp; features now that experiments show which ones are successful #SxSW #SUxSW,,No emotion toward brand or product,"['mayer', 'say', 'make', 'sens', 'condens', 'googl', 'locat', 'product', 'amp', 'featur', 'experi', 'show', 'one', 'success', 'sxsw', 'suxsw']",Google,No emotion,0,0,0,0
7873,#SXSW Gets Its Own Apple Store -  {link},Apple,Positive emotion,"['sxsw', 'get', 'appl', 'store', 'link']",Apple,No emotion,1,0,0,0
7874,#Posterous Joins The #SXSW Pile On With #PosterousEvents ForåÊiPhone {link} via @mention -&gt; #tools #photos #apps,,No emotion toward brand or product,"['poster', 'join', 'sxsw', 'pile', 'posterousev', 'foråêiphon', 'link', 'via', 'mention', 'tool', 'photo', 'app']",Android App,No emotion,0,0,0,0
7875,#Posterous Joins The #SXSW Pile On With Posterous Events For #iPhone {link},,No emotion toward brand or product,"['poster', 'join', 'sxsw', 'pile', 'poster', 'event', 'iphon', 'link']",Iphone,No emotion,0,0,0,0
7876,#Posterous Joins The #SXSW Pile On With Posterous Events ForåÊ#iPhone {link} via @mention,,No emotion toward brand or product,"['poster', 'join', 'sxsw', 'pile', 'poster', 'event', 'foråê', 'iphon', 'link', 'via', 'mention']",Iphone,No emotion,0,0,0,0
7877,Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,,Positive emotion,"['ming', 'launch', 'soon', 'celebr', 'give', 'away', 'appl', 'day', 'sxsw', 'launch', 'link', 'via', 'mention']",Apple,No emotion,1,0,0,0
7878,"Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",,No emotion toward brand or product,"['develop', 'learn', 'mobil', 'access', 'sxsw', 'android', 'includ', 'browser', 'access', 'a11y2go', 'link']",Android,No emotion,0,0,0,0
7879,The Bus is leaving the Google party and headed to the Power Plant party at 214 w Ave. #SXSW,,No emotion toward brand or product,"['bu', 'leav', 'googl', 'parti', 'head', 'power', 'plant', 'parti', '214', 'ave', 'sxsw']",Google,No emotion,0,0,0,0
7880,"15 minutes left in line for the ipad at #sxsw. think i'm gonna bail, my butt's asleep. #notreally",,No emotion toward brand or product,"['minut', 'left', 'line', 'ipad', 'sxsw', 'think', 'gonna', 'bail', 'butt', 'asleep', 'notreal']",Ipad,No emotion,0,0,0,0
7881,"With moves like this, it's no wonder Apple stays on top. {link} #sxsw",Apple,Positive emotion,"['move', 'like', 'wonder', 'appl', 'stay', 'top', 'link', 'sxsw']",Apple,Positive emotion,1,0,1,0
7882,Theophilus London mixing the party from his iPhone. #swag #sxsw,,No emotion toward brand or product,"['theophilu', 'london', 'mix', 'parti', 'iphon', 'swag', 'sxsw']",Iphone,No emotion,0,0,0,0
7883,This makes missing #SXSW hurt more. ÛÏ@mention Apple Blog: Apple Opening Temporary iPad 2 Store to Handle SXSW Demand {link},iPad,Positive emotion,"['make', 'miss', 'sxsw', 'hurt', 'mention', 'appl', 'blog', 'appl', 'open', 'temporari', 'ipad', 'store', 'handl', 'sxsw', 'demand', 'link']",Ipad,No emotion,1,0,0,0
7884,"WELL, it's not a #SXSW App, but I did just create an Android bookmark so that I can review my onerous schedule with 1 click",,No emotion toward brand or product,"['well', 'sxsw', 'app', 'creat', 'android', 'bookmark', 'review', 'oner', 'schedul', 'click']",Android App,No emotion,0,0,0,0
7885,&quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,,Positive emotion,"['quot', 'affirm', 'action', 'women', 'product', 'team', 'googl', 'liter', 'made', 'product', 'better', 'quot', 'mention', 'sxsw']",Google,No emotion,1,0,0,0
7886,"#Google is not coming out with a social network at #SXSW. Doesn't mean they're not working on something, though. #technews",,No emotion toward brand or product,"['googl', 'come', 'social', 'network', 'sxsw', 'mean', 'work', 'someth', 'though', 'technew']",Google,No emotion,0,0,0,0
7887,"Google has now officially denied that Circles will launch at #SXSW, but not that it exists! {link} (cont) {link}",,No emotion toward brand or product,"['googl', 'offici', 'deni', 'circl', 'launch', 'sxsw', 'exist', 'link', 'cont', 'link']",Google,No emotion,0,0,0,0
7888,"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",Android,Positive emotion,"['jealou', 'mention', 'team', 'android', 'event', 'sxsw', 'androidsxsw', 'get', 'swag', 'girl']",Android,No emotion,1,0,0,0
7889,Regardless of keyword - Google thinks local. #mobilesearch #SXSW #SXSWi,,I can't tell,"['regardless', 'keyword', 'googl', 'think', 'local', 'mobilesearch', 'sxsw', 'sxswi']",Google,No emotion,0,0,0,0
7890,#iPad goes on sale Friday -- same day #SXSW starts. Wonder how many SXSW attendees will spend Friday AM standing in line. #gsdm,iPad,No emotion toward brand or product,"['ipad', 'goe', 'sale', 'friday', 'day', 'sxsw', 'start', 'wonder', 'mani', 'sxsw', 'attende', 'spend', 'friday', 'stand', 'line', 'gsdm']",Ipad,No emotion,0,0,0,0
7891,iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,Apple,Positive emotion,"['ipad2', 'goe', 'sale', 'first', 'day', 'sxsw', 'atx', 'tomorrow', 'appl', 'send', 'lorri', 'load', 'austin', 'riot', 'may', 'ensu']",Apple,No emotion,1,0,0,0
7892,Any movies one recommends to put on my iPad for the flight(s) home tomorrow? #lazyweb #sxsw,iPad,Positive emotion,"['movi', 'one', 'recommend', 'put', 'ipad', 'flight', 'home', 'tomorrow', 'lazyweb', 'sxsw']",Ipad,No emotion,1,0,0,0
7893,"ha, that's one way to track your contacts RT @mention W @mention and john android #sxsw @mention {link}",,No emotion toward brand or product,"['one', 'way', 'track', 'contact', 'mention', 'mention', 'john', 'android', 'sxsw', 'mention', 'link']",Android,No emotion,0,0,0,0
7894,"check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year...",iPad or iPhone App,Positive emotion,"['check', 'link', 'cool', 'geo', 'locat', 'app', 'iphon', 'mix', 'music', 'parti', 'sxsw', 'map', 'go', 'next', 'year']",Ipad or Iphone App,Positive emotion,1,0,1,0
7895,Mayer Maps Out Google's Coming Location Dominance at #SXSW {link} via @mention,,No emotion toward brand or product,"['mayer', 'map', 'googl', 'come', 'locat', 'domin', 'sxsw', 'link', 'via', 'mention']",Google,No emotion,0,0,0,0
7896,Mayer Maps Out Google's Coming Location Dominance at #SXSW | @mention {link},,No emotion toward brand or product,"['mayer', 'map', 'googl', 'come', 'locat', 'domin', 'sxsw', 'mention', 'link']",Google,No emotion,0,0,0,0
7897,Mayer Maps Out Google's Coming Location Dominance at #SXSW | @mention {link} via @mention,,No emotion toward brand or product,"['mayer', 'map', 'googl', 'come', 'locat', 'domin', 'sxsw', 'mention', 'link', 'via', 'mention']",Google,No emotion,0,0,0,0
7898,"Tomorrow's panel on #CSS panel features folks from Opera, Chrome, IE, Mozilla and W3C. Apple is downstairs selling iPads. Ahem. #sxsw #apple",,No emotion toward brand or product,"['tomorrow', 'panel', 'css', 'panel', 'featur', 'folk', 'opera', 'chrome', 'mozilla', 'w3c', 'appl', 'downstair', 'sell', 'ipad', 'ahem', 'sxsw', 'appl']",Ipad,No emotion,0,0,0,0
7899,Apple does pop up store at #sxsw. {link},,No emotion toward brand or product,"['appl', 'pop', 'store', 'sxsw', 'link']",Apple,No emotion,0,0,0,0
7900,Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},iPad,Positive emotion,"['appl', 'put', 'popup', 'store', 'sxsw', 'hawk', 'ipad', 'think', 'sell', 'one', 'two', 'link']",Ipad,No emotion,1,0,0,0
7901,YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,Google,Positive emotion,"['youtub', 'second', 'largest', 'search', 'engin', 'global', 'googl', 'say', 'mention', 'discotalk', 'sxsw']",Google,No emotion,1,0,0,0
7902,"#Apple has set up a temporary Apple Store in #Austin, TX for #SXSW {link} #applestore #applestore",,No emotion toward brand or product,"['appl', 'set', 'temporari', 'appl', 'store', 'austin', 'sxsw', 'link', 'applestor', 'applestor']",Apple,No emotion,0,0,0,0
7903,Wish I was still there. SXSW: Featured Artists - {link} #iTunes #sxsw #free,,No emotion toward brand or product,"['wish', 'still', 'sxsw', 'featur', 'artist', 'link', 'itun', 'sxsw', 'free']",,No emotion,0,0,0,0
7904,Maybe this strange Google logo from last autumn was an obscure hint about Google Circles {link} #sxsw,,No emotion toward brand or product,"['mayb', 'strang', 'googl', 'logo', 'last', 'autumn', 'obscur', 'hint', 'googl', 'circl', 'link', 'sxsw']",Google,No emotion,0,0,0,0
7905,So where's the apple store in Austin for #SXSW?,,No emotion toward brand or product,"['appl', 'store', 'austin', 'sxsw']",Apple,No emotion,0,0,0,0
7906,Who thinks the Apple Store in downtown Austin for #sxsw outsold all other Apple stores this week?,,No emotion toward brand or product,"['think', 'appl', 'store', 'downtown', 'austin', 'sxsw', 'outsold', 'appl', 'store', 'week']",Apple,No emotion,0,0,0,0
7907,"Groupon is the darling child of #SXSW - Google, Facebook, Loopt, SCVNGR all want a piece. {link} Is imitation still flattery?",,No emotion toward brand or product,"['groupon', 'darl', 'child', 'sxsw', 'googl', 'facebook', 'loopt', 'scvngr', 'want', 'piec', 'link', 'imit', 'still', 'flatteri']",Google,No emotion,0,0,0,0
7908,"So, here's the latest game I worked on for iPhone/iPod - {link} - Hobo with a Shotgun! Made w/@mention #sxsw @mention",iPad or iPhone App,Positive emotion,"['latest', 'game', 'work', 'iphon', 'ipod', 'link', 'hobo', 'shotgun', 'made', 'mention', 'sxsw', 'mention']",Iphone,No emotion,1,0,0,0
7909,How bad is the line @mention the temporary apple store at #sxsw? #ipad2,,No emotion toward brand or product,"['bad', 'line', 'mention', 'temporari', 'appl', 'store', 'sxsw', 'ipad2']",Apple,No emotion,0,0,0,0
7910,This marks the third time someone had asked me to watch their iPad at #SxSW while they hit the restroomi. Guess I look trustworhy.,,No emotion toward brand or product,"['mark', 'third', 'time', 'someon', 'ask', 'watch', 'ipad', 'sxsw', 'hit', 'restroomi', 'guess', 'look', 'trustworhi']",Ipad,No emotion,0,0,0,0
7911,"#SXSW does the world really needs Google Circles, Fb will just implement it eventually",Other Google product or service,Negative emotion,"['sxsw', 'world', 'realli', 'need', 'googl', 'circl', 'implement', 'eventu']",Google,No emotion,0,1,0,0
7912,At an 80's theem Google party and Spazmatic is kill'n the stage!! HOOOOOOOoOoOOOo!!!! #SXSW,Google,Positive emotion,"['theem', 'googl', 'parti', 'spazmat', 'kill', 'stage', 'hoooooooooooooo', 'sxsw']",Google,No emotion,1,0,0,0
7913,"Big thanks to @mention for fast tracking a #SXSW app. From idea, to design, code, test, submit &amp; release in 3 days :)",,No emotion toward brand or product,"['big', 'thank', 'mention', 'fast', 'track', 'sxsw', 'app', 'idea', 'design', 'code', 'test', 'submit', 'amp', 'releas', 'day']",Android App,No emotion,0,0,0,0
7914,"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT",iPad,Positive emotion,"['tweet', 'regist', 'exclus', 'pass', 'event', 'parti', 'ipad', 'sxsw', 'quot', 'give', 'liberti', 'free', 'sxswpass', 'pleas']",Ipad,No emotion,1,0,0,0
7915,"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT&quot;",,No emotion toward brand or product,"['tweet', 'regist', 'exclus', 'pass', 'event', 'parti', 'ipad', 'sxsw', 'quot', 'give', 'liberti', 'free', 'sxswpass', 'pleas', 'quot']",Ipad,No emotion,0,0,0,0
7916,Apple gets to the core of #SXSW with it's pop up experiential shops #XM #Events {link},Apple,Positive emotion,"['appl', 'get', 'core', 'sxsw', 'pop', 'experienti', 'shop', 'event', 'link']",Apple,No emotion,1,0,0,0
7917,"#Companies to watch, from the #SXSW trade show floor {link} #apps #features #hardware #ipad #iphone",,No emotion toward brand or product,"['compani', 'watch', 'sxsw', 'trade', 'show', 'floor', 'link', 'app', 'featur', 'hardwar', 'ipad', 'iphon']",Ipad or Iphone App,No emotion,0,0,0,0
7918,#Social Is Too Important For #Google To Screw Up With A Big Launch Circus {link} via @mention #SXSW,,No emotion toward brand or product,"['social', 'import', 'googl', 'screw', 'big', 'launch', 'circu', 'link', 'via', 'mention', 'sxsw']",Google,No emotion,0,0,0,0
7919,"Austin has two Apple Stores, actually. RT @mention @mention Brian - Austin doesn't have an Apple store but they built a pop up one for #SXSW",Apple,No emotion toward brand or product,"['austin', 'two', 'appl', 'store', 'actual', 'mention', 'mention', 'brian', 'austin', 'appl', 'store', 'built', 'pop', 'one', 'sxsw']",Apple,No emotion,0,0,0,0
7920,"Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potentialÛ_ {link} #socialmedia #ipad",,No emotion toward brand or product,"['appl', 'set', '000', 'squar', 'foot', 'temporari', 'store', 'sxsw', 'sell', 'new', 'ipad', 'test', 'potenti', 'link', 'socialmedia', 'ipad']",Ipad,No emotion,0,0,0,0
7921,Apple sets up 5000 sqft store at #SXSW to sell #iPad2 {link},,No emotion toward brand or product,"['appl', 'set', '5000', 'sqft', 'store', 'sxsw', 'sell', 'ipad2', 'link']",Apple,No emotion,0,0,0,0
7922,Apple puts up a pop up store for #SXSW folks - awesome marketing {link} now where their audience is....,Apple,Positive emotion,"['appl', 'put', 'pop', 'store', 'sxsw', 'folk', 'awesom', 'market', 'link', 'audienc']",Apple,Positive emotion,1,0,1,0
7923,Apple sets up a temporary store for South by Southwest on iPad2 launch day. {link} #sxsw,,No emotion toward brand or product,"['appl', 'set', 'temporari', 'store', 'south', 'southwest', 'ipad2', 'launch', 'day', 'link', 'sxsw']",Apple,No emotion,0,0,0,0
7924,Two thumbs up for #Popplet. Nice mind mapping app for the ipad and great for taking notes at #sxsw.,iPad or iPhone App,Positive emotion,"['two', 'thumb', 'popplet', 'nice', 'mind', 'map', 'app', 'ipad', 'great', 'take', 'note', 'sxsw']",Ipad or Iphone App,Positive emotion,1,0,1,0
7925,Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},iPad,Positive emotion,"['appl', 'set', 'temporari', 'austin', 'store', 'serv', 'hord', 'ipad', 'purchas', 'sxsw', 'link']",Ipad,No emotion,1,0,0,0
7926,Apple Sets Up Temporary Megastore at SXSW by Nicholas Jackson - The Atlantic (blog) {link} #SXSW,,No emotion toward brand or product,"['appl', 'set', 'temporari', 'megastor', 'sxsw', 'nichola', 'jackson', 'atlant', 'blog', 'link', 'sxsw']",Apple,No emotion,0,0,0,0
7927,AmEx Teams Up With Foursquare {link} #GPS #SXSW #Social #commerce #credit #app #android #iphone #blackberry #viral #media,,No emotion toward brand or product,"['amex', 'team', 'foursquar', 'link', 'gp', 'sxsw', 'social', 'commerc', 'credit', 'app', 'android', 'iphon', 'blackberri', 'viral', 'media']",Ipad or Iphone App,No emotion,0,0,0,0
7928,recommends using google voice to separate work from life #evolvingworkplace #sxsw,,Positive emotion,"['recommend', 'use', 'googl', 'voic', 'separ', 'work', 'life', 'evolvingworkplac', 'sxsw']",Google,No emotion,1,0,0,0
7929,wish I was with @mention listening to google's Marissa Mayer discuss new products including google hotpot - watch out yelp! #SXSW,Google,Positive emotion,"['wish', 'mention', 'listen', 'googl', 'marissa', 'mayer', 'discuss', 'new', 'product', 'includ', 'googl', 'hotpot', 'watch', 'yelp', 'sxsw']",Google,No emotion,1,0,0,0
7930,Good times with mashable  and the with google and the ACLU. Awesome #sxsw,Google,Positive emotion,"['good', 'time', 'mashabl', 'googl', 'aclu', 'awesom', 'sxsw']",Google,Positive emotion,1,0,1,0
7931,"&quot;This year's attendance exceeds last year's 13,000, the Apple pop-up store is 'flooded ...&quot; {link} via @mention #sxsw",,No emotion toward brand or product,"['quot', 'year', 'attend', 'exce', 'last', 'year', '000', 'appl', 'pop', 'store', 'flood', 'quot', 'link', 'via', 'mention', 'sxsw']",Apple,No emotion,0,0,0,0
7932,Don't miss your chance to win RT @mention Going to #SXSW? Come by the #EMC Consulting booth for your chance to win an iPad 2! @mention,,No emotion toward brand or product,"['miss', 'chanc', 'win', 'mention', 'go', 'sxsw', 'come', 'emc', 'consult', 'booth', 'chanc', 'win', 'ipad', 'mention']",Ipad,No emotion,0,0,0,0
7933,"Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",iPad or iPhone App,Positive emotion,"['epicuri', 'flipboard', 'cnn', 'wire', 'moma', 'exampl', 'good', 'ipad', 'design', 'sxsw', 'link']",Ipad,Positive emotion,1,0,1,0
7934,"Developers, investors the market segment for iPad apps for those with disabilities is huge $220 billion in spending power #POURsite #sxsw",,No emotion toward brand or product,"['develop', 'investor', 'market', 'segment', 'ipad', 'app', 'disabl', 'huge', '220', 'billion', 'spend', 'power', 'poursit', 'sxsw']",Ipad or Iphone App,No emotion,0,0,0,0
7935,#SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.,,No emotion toward brand or product,"['sxsw', 'news', 'appl', 'get', 'music', 'busi', 'new', 'devic', 'call', 'quot', 'ipod', 'quot', 'like', 'compact', 'disc', 'player', 'without', 'disk']",Apple,Positive emotion,0,0,1,0
7936,"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Other Google product or service,Positive emotion,"['sxsw', 'news', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",Google,No emotion,1,0,0,0
7937,UberGenius: Uber Is Taking Control of SXSW Pedicabs {link} #iPhone #LIVESTRONG #NewYorkCity #SanFrancisco #SXSW,,No emotion toward brand or product,"['ubergeniu', 'uber', 'take', 'control', 'sxsw', 'pedicab', 'link', 'iphon', 'livestrong', 'newyorkc', 'sanfrancisco', 'sxsw']",Iphone,No emotion,0,0,0,0
7938,"#SXSW News: Yahoo.com is loosing search traffic to new site, Google.com. Doubt it will last tho w/ that weird name.",,No emotion toward brand or product,"['sxsw', 'news', 'yahoo', 'com', 'loos', 'search', 'traffic', 'new', 'site', 'googl', 'com', 'doubt', 'last', 'tho', 'weird', 'name']",Google,No emotion,0,0,0,0
7939,Egads guys:get ahold of yourselves.Seems like a lot of men in BallroomD have a crush on @mention or was your ?really about Google?#SXSW,,No emotion toward brand or product,"['egad', 'guy', 'get', 'ahold', 'seem', 'like', 'lot', 'men', 'ballroomd', 'crush', 'mention', 'realli', 'googl', 'sxsw']",Google,Positive emotion,0,0,1,0
7940,hey tweeps! {link} -- a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW,iPad or iPhone App,Positive emotion,"['hey', 'tweep', 'link', 'web', 'industri', 'parti', 'calendar', 'put', 'iphon', 'ical', 'amp', 'keep', 'track', 'goin', 'sxsw']",Iphone,No emotion,1,0,0,0
7941,hey tweeps! a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW {link},iPad or iPhone App,Positive emotion,"['hey', 'tweep', 'web', 'industri', 'parti', 'calendar', 'put', 'iphon', 'ical', 'amp', 'keep', 'track', 'goin', 'sxsw', 'link']",Iphone,No emotion,1,0,0,0
7942,Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,,No emotion toward brand or product,"['join', 'actsofshar', 'com', 'start', 'tonight', 'person', 'friend', 'citi', 'end', 'sxsw', 'win', 'ipad']",Ipad,No emotion,0,0,0,0
7943,Here it is! My #sxsw itinerary. All of these events are free and don't require band/badge. {link} Enjoy the fest :),,No emotion toward brand or product,"['sxsw', 'itinerari', 'event', 'free', 'requir', 'band', 'badg', 'link', 'enjoy', 'fest']",,Positive emotion,0,0,1,0
7944,So jealous! RT @mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!,Apple,Positive emotion,"['jealou', 'mention', 'met', 'team', 'set', 'sxsw', 'appl', 'store', 'set', 'whole', 'place', 'noth', 'day', 'great', 'work']",Apple,Positive emotion,1,0,1,0
7945,"Thank Zeus. He promises not to say gamification: Steve Krug (iPad user) Explains It All for You.
{link} #SXSW #skrugSXSW",,No emotion toward brand or product,"['thank', 'zeu', 'promis', 'say', 'gamif', 'steve', 'krug', 'ipad', 'user', 'explain', 'link', 'sxsw', 'skrugsxsw']",Ipad,No emotion,0,0,0,0
7946,"Apple fans. It looks like there will be a 3rd Apple store opening up in Austin for #SxSW if those are full, u can go2 1 of 4 in San Antonio.",,No emotion toward brand or product,"['appl', 'fan', 'look', 'like', '3rd', 'appl', 'store', 'open', 'austin', 'sxsw', 'full', 'go2', 'san', 'antonio']",Apple,Positive emotion,0,0,1,0
7947,Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.,Google,Positive emotion,"['robot', 'war', 'steampunk', 'time', 'machin', 'mysteri', 'box', 'electron', 'awesom', 'austin', 'taco', 'super', 'happi', 'dev', 'hous', 'googl', 'win', 'sxsw']",Google,Positive emotion,1,0,1,0
7948,#SXSW News... ÛÏ@mention Social Is Too Important For Google To Screw Up A Big Launch Circus {link} by @mention #in,,No emotion toward brand or product,"['sxsw', 'news', 'mention', 'social', 'import', 'googl', 'screw', 'big', 'launch', 'circu', 'link', 'mention']",Google,No emotion,0,0,0,0
7949,See Vanessa at the Mophie booth 1406 for iPad/iPhone backup battery. Life saver! #SXSW,,No emotion toward brand or product,"['see', 'vanessa', 'mophi', 'booth', '1406', 'ipad', 'iphon', 'backup', 'batteri', 'life', 'saver', 'sxsw']",Ipad,No emotion,0,0,0,0
7950,Hey Marissa Mayer. Please tell us something new. Not about products Google launched months ago. #sxsw,Google,Negative emotion,"['hey', 'marissa', 'mayer', 'pleas', 'tell', 'someth', 'new', 'product', 'googl', 'launch', 'month', 'ago', 'sxsw']",Google,No emotion,0,1,0,0
7951,"Hey Marissa, Bill Cosby called. He wants his sweater back. #sxsw #google {link}",,No emotion toward brand or product,"['hey', 'marissa', 'bill', 'cosbi', 'call', 'want', 'sweater', 'back', 'sxsw', 'googl', 'link']",Google,No emotion,0,0,0,0
7952,"@mention safe travels, friend. And let me know what you think of the temporary Apple store at #sxsw",,No emotion toward brand or product,"['mention', 'safe', 'travel', 'friend', 'let', 'know', 'think', 'temporari', 'appl', 'store', 'sxsw']",Apple,No emotion,0,0,0,0
7953,Group messaging is hot right now - lots of buzz bc of #SXSW. Grt articles on @mention abt HeyWire {link} &amp; {link},,No emotion toward brand or product,"['group', 'messag', 'hot', 'right', 'lot', 'buzz', 'sxsw', 'grt', 'articl', 'mention', 'abt', 'heywir', 'link', 'amp', 'link']",,No emotion,0,0,0,0
7954,"@mention san, listen in to what others are saying as it happens with #iHearNetwork for Android at #sxsw. yoroshiku onegai itashimasu!",,No emotion toward brand or product,"['mention', 'san', 'listen', 'other', 'say', 'happen', 'ihearnetwork', 'android', 'sxsw', 'yoroshiku', 'onegai', 'itashimasu']",Android,No emotion,0,0,0,0
7955,"Jadi penasaran RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"['jadi', 'penasaran', 'mention', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'sxsw']",Google,No emotion,0,0,0,0
7956,"@mention saw a dude taking pictures with an iPad 2. Not gonna lie, it was seta amazing to see a &quot;camera&quot; w/ a screen that size. #sxsw",iPad,Positive emotion,"['mention', 'saw', 'dude', 'take', 'pictur', 'ipad', 'gonna', 'lie', 'seta', 'amaz', 'see', 'quot', 'camera', 'quot', 'screen', 'size', 'sxsw']",Ipad,No emotion,1,0,0,0
7957,@mention saw a man drop his iphone in a gutter last year. #SXSW,,No emotion toward brand or product,"['mention', 'saw', 'man', 'drop', 'iphon', 'gutter', 'last', 'year', 'sxsw']",Iphone,No emotion,0,0,0,0
7958,@mention Saw u r going to #SXSW? Download #GroundLink app &amp; ride in limo for $10 in Austin {link} see us booth 437,,No emotion toward brand or product,"['mention', 'saw', 'go', 'sxsw', 'download', 'groundlink', 'app', 'amp', 'ride', 'limo', 'austin', 'link', 'see', 'booth', '437']",Android App,No emotion,0,0,0,0
7959,@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 from Austin airport i{link} see us booth 437,,No emotion toward brand or product,"['mention', 'saw', 'go', 'sxsw', 'dwnld', 'groundlink', 'app', 'amp', 'ride', 'austin', 'airport', 'link', 'see', 'booth', '437']",Android App,No emotion,0,0,0,0
7960,@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi {link} see us booth 437,,No emotion toward brand or product,"['mention', 'saw', 'go', 'sxsw', 'dwnld', 'groundlink', 'app', 'amp', 'ride', 'austin', 'sxswi', 'link', 'see', 'booth', '437']",Android App,No emotion,0,0,0,0
7961,@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi{link} see us booth 437,,No emotion toward brand or product,"['mention', 'saw', 'go', 'sxsw', 'dwnld', 'groundlink', 'app', 'amp', 'ride', 'austin', 'sxswi', 'link', 'see', 'booth', '437']",Android App,No emotion,0,0,0,0
7962,"@mention saw ur article about Group Texting. Check out Smyle. Both Android and web #apps. Features Group chat, whiteboard, and more. #SXSW",,No emotion toward brand or product,"['mention', 'saw', 'articl', 'group', 'text', 'check', 'smyle', 'android', 'web', 'app', 'featur', 'group', 'chat', 'whiteboard', 'sxsw']",Android App,No emotion,0,0,0,0
7963,"@mention Saw you awesome educational iPhone music app tunehopper.  Good
Luck. #sxsw",iPad or iPhone App,Positive emotion,"['mention', 'saw', 'awesom', 'educ', 'iphon', 'music', 'app', 'tunehopp', 'good', 'luck', 'sxsw']",Ipad or Iphone App,Positive emotion,1,0,1,0
7964,@mention says Google likely launching new social site today called Circles. will make influencers harder to distinguish. #sxswi #sxsw,,No emotion toward brand or product,"['mention', 'say', 'googl', 'like', 'launch', 'new', 'social', 'site', 'today', 'call', 'circl', 'make', 'influenc', 'harder', 'distinguish', 'sxswi', 'sxsw']",Google,Positive emotion,0,0,1,0
